"id_contrat","age_souscription","genre","duree","capital_assure","fumeur","annee_souscription","age_actuel","anciennete","duree_restante"
"DC02506",33,"H",20,173000,FALSE,2018,41,8,12
"DC02507",44,"H",15,184000,FALSE,2020,50,6,9
"DC02508",22,"H",15,174000,TRUE,2025,23,1,14
"DC02509",58,"F",10,230000,FALSE,2021,63,5,5
"DC02511",24,"F",15,163000,FALSE,2025,25,1,14
"DC02512",41,"H",20,247000,FALSE,2020,47,6,14
"DC02513",23,"F",10,262000,FALSE,2018,31,8,2
"DC02514",28,"F",20,108000,TRUE,2021,33,5,15
"DC02515",48,"H",10,737000,FALSE,2025,49,1,9
"DC02516",24,"F",15,65000,TRUE,2019,31,7,8
"DC02517",30,"H",20,133000,TRUE,2021,35,5,15
"DC02518",27,"F",15,113000,FALSE,2024,29,2,13
"DC02519",32,"H",10,43000,TRUE,2022,36,4,6
"DC02520",33,"H",10,539000,FALSE,2020,39,6,4
"DC02521",56,"H",14,109000,FALSE,2025,57,1,13
"DC02522",43,"H",20,93000,TRUE,2022,47,4,16
"DC02523",41,"H",20,42000,TRUE,2022,45,4,16
"DC02524",40,"F",25,375000,FALSE,2022,44,4,21
"DC02525",49,"F",20,84000,FALSE,2021,54,5,15
"DC02526",46,"F",24,255000,FALSE,2024,48,2,22
"DC02527",35,"F",20,148000,FALSE,2024,37,2,18
"DC02528",33,"H",25,427000,TRUE,2022,37,4,21
"DC02529",31,"H",20,40000,TRUE,2022,35,4,16
"DC02530",28,"F",30,111000,FALSE,2024,30,2,28
"DC02531",35,"F",10,75000,FALSE,2019,42,7,3
"DC02532",53,"H",17,330000,TRUE,2020,59,6,11
"DC02533",39,"F",10,265000,TRUE,2025,40,1,9
"DC02534",32,"H",15,84000,FALSE,2018,40,8,7
"DC02535",38,"H",10,510000,FALSE,2025,39,1,9
"DC02536",39,"F",20,224000,TRUE,2019,46,7,13
"DC02537",56,"F",14,72000,FALSE,2022,60,4,10
"DC02538",47,"H",23,98000,FALSE,2021,52,5,18
"DC02539",31,"H",15,228000,FALSE,2020,37,6,9
"DC02540",46,"H",20,280000,FALSE,2023,49,3,17
"DC02541",23,"H",15,52000,FALSE,2019,30,7,8
"DC02542",20,"F",10,86000,FALSE,2024,22,2,8
"DC02543",40,"F",15,60000,FALSE,2022,44,4,11
"DC02544",45,"F",20,64000,FALSE,2022,49,4,16
"DC02545",54,"H",15,287000,FALSE,2022,58,4,11
"DC02546",43,"F",15,137000,FALSE,2021,48,5,10
"DC02547",55,"H",15,242000,TRUE,2024,57,2,13
"DC02548",56,"H",14,48000,TRUE,2022,60,4,10
"DC02549",28,"H",15,58000,FALSE,2023,31,3,12
"DC02552",53,"F",15,316000,FALSE,2021,58,5,10
"DC02553",53,"H",17,106000,FALSE,2025,54,1,16
"DC02554",39,"F",20,178000,FALSE,2021,44,5,15
"DC02555",27,"H",25,141000,FALSE,2021,32,5,20
"DC02557",31,"H",20,397000,FALSE,2024,33,2,18
"DC02558",29,"H",20,101000,TRUE,2022,33,4,16
"DC02559",23,"H",25,318000,FALSE,2025,24,1,24
"DC02560",54,"H",10,288000,FALSE,2024,56,2,8
"DC02561",27,"F",20,122000,TRUE,2023,30,3,17
"DC02562",50,"H",20,74000,FALSE,2024,52,2,18
"DC02563",44,"H",20,407000,TRUE,2025,45,1,19
"DC02565",46,"H",15,110000,TRUE,2024,48,2,13
"DC02566",34,"F",15,53000,FALSE,2022,38,4,11
"DC02567",23,"H",5,174000,TRUE,2024,25,2,3
"DC02568",43,"F",15,94000,FALSE,2023,46,3,12
"DC02569",27,"H",10,154000,FALSE,2021,32,5,5
"DC02570",56,"H",14,70000,TRUE,2025,57,1,13
"DC02571",20,"H",10,515000,FALSE,2019,27,7,3
"DC02572",45,"H",15,116000,TRUE,2020,51,6,9
"DC02573",58,"H",12,91000,FALSE,2018,66,8,4
"DC02574",57,"H",10,175000,FALSE,2023,60,3,7
"DC02575",39,"H",10,177000,FALSE,2022,43,4,6
"DC02576",49,"H",20,127000,FALSE,2023,52,3,17
"DC02577",42,"H",25,32000,TRUE,2022,46,4,21
"DC02578",47,"F",15,149000,FALSE,2022,51,4,11
"DC02579",40,"F",10,101000,TRUE,2024,42,2,8
"DC02580",40,"H",20,53000,FALSE,2021,45,5,15
"DC02581",25,"H",30,589000,FALSE,2022,29,4,26
"DC02582",33,"H",10,239000,FALSE,2022,37,4,6
"DC02583",38,"H",15,694000,FALSE,2021,43,5,10
"DC02584",52,"H",15,241000,FALSE,2025,53,1,14
"DC02585",35,"H",30,191000,TRUE,2018,43,8,22
"DC02586",20,"H",20,59000,FALSE,2018,28,8,12
"DC02587",46,"H",20,93000,FALSE,2018,54,8,12
"DC02588",39,"F",15,109000,FALSE,2021,44,5,10
"DC02589",23,"H",10,120000,FALSE,2023,26,3,7
"DC02590",29,"H",10,102000,FALSE,2023,32,3,7
"DC02591",59,"F",5,466000,FALSE,2023,62,3,2
"DC02592",21,"H",20,295000,FALSE,2025,22,1,19
"DC02593",25,"H",20,148000,FALSE,2022,29,4,16
"DC02594",52,"H",15,115000,TRUE,2025,53,1,14
"DC02595",22,"F",5,448000,FALSE,2024,24,2,3
"DC02596",47,"H",15,371000,TRUE,2023,50,3,12
"DC02597",44,"H",20,59000,FALSE,2023,47,3,17
"DC02598",20,"H",25,135000,FALSE,2020,26,6,19
"DC02599",34,"F",25,90000,TRUE,2024,36,2,23
"DC02600",32,"F",20,127000,FALSE,2025,33,1,19
"DC02601",39,"H",5,170000,TRUE,2022,43,4,1
"DC02602",33,"F",25,104000,FALSE,2024,35,2,23
"DC02603",53,"H",15,422000,FALSE,2021,58,5,10
"DC02604",37,"H",20,150000,FALSE,2022,41,4,16
"DC02605",51,"H",19,77000,FALSE,2024,53,2,17
"DC02606",55,"H",5,49000,TRUE,2024,57,2,3
"DC02607",59,"F",11,346000,FALSE,2019,66,7,4
"DC02608",55,"H",10,101000,FALSE,2019,62,7,3
"DC02609",24,"F",20,61000,FALSE,2022,28,4,16
"DC02610",31,"H",20,170000,FALSE,2022,35,4,16
"DC02611",36,"H",25,285000,FALSE,2020,42,6,19
"DC02612",42,"H",15,123000,FALSE,2024,44,2,13
"DC02613",40,"H",25,302000,TRUE,2020,46,6,19
"DC02614",42,"H",15,116000,TRUE,2020,48,6,9
"DC02615",23,"H",20,143000,FALSE,2021,28,5,15
"DC02616",33,"H",15,297000,FALSE,2022,37,4,11
"DC02618",56,"H",14,107000,FALSE,2021,61,5,9
"DC02619",55,"F",10,44000,FALSE,2020,61,6,4
"DC02620",45,"H",10,132000,TRUE,2022,49,4,6
"DC02621",45,"H",15,53000,FALSE,2021,50,5,10
"DC02622",48,"H",22,189000,FALSE,2018,56,8,14
"DC02623",20,"H",30,225000,FALSE,2025,21,1,29
"DC02624",30,"H",10,174000,FALSE,2023,33,3,7
"DC02625",26,"H",20,170000,FALSE,2022,30,4,16
"DC02626",35,"F",10,523000,FALSE,2022,39,4,6
"DC02627",60,"H",10,94000,FALSE,2022,64,4,6
"DC02628",43,"H",15,288000,FALSE,2021,48,5,10
"DC02629",36,"F",15,46000,TRUE,2019,43,7,8
"DC02630",20,"H",20,329000,TRUE,2021,25,5,15
"DC02631",41,"H",10,150000,TRUE,2025,42,1,9
"DC02632",57,"H",5,101000,FALSE,2022,61,4,1
"DC02633",51,"H",10,489000,FALSE,2022,55,4,6
"DC02634",21,"H",20,129000,FALSE,2022,25,4,16
"DC02635",51,"F",15,243000,FALSE,2022,55,4,11
"DC02636",50,"F",15,240000,FALSE,2022,54,4,11
"DC02637",24,"H",10,104000,FALSE,2021,29,5,5
"DC02638",34,"F",20,173000,FALSE,2025,35,1,19
"DC02639",49,"H",5,102000,FALSE,2023,52,3,2
"DC02641",59,"H",11,85000,FALSE,2023,62,3,8
"DC02642",38,"F",20,29000,FALSE,2024,40,2,18
"DC02643",23,"H",10,134000,TRUE,2023,26,3,7
"DC02644",60,"H",10,189000,FALSE,2024,62,2,8
"DC02645",58,"H",12,163000,FALSE,2023,61,3,9
"DC02646",44,"F",26,53000,FALSE,2025,45,1,25
"DC02647",20,"F",15,331000,FALSE,2023,23,3,12
"DC02648",43,"H",20,104000,TRUE,2023,46,3,17
"DC02649",42,"F",10,51000,FALSE,2021,47,5,5
"DC02650",21,"F",5,109000,FALSE,2022,25,4,1
"DC02651",30,"H",15,264000,TRUE,2025,31,1,14
"DC02652",29,"H",25,267000,FALSE,2020,35,6,19
"DC02653",23,"H",20,215000,FALSE,2025,24,1,19
"DC02654",56,"H",14,42000,FALSE,2025,57,1,13
"DC02655",42,"H",28,552000,FALSE,2023,45,3,25
"DC02656",37,"H",25,367000,FALSE,2023,40,3,22
"DC02657",32,"F",20,106000,FALSE,2025,33,1,19
"DC02658",39,"F",25,263000,FALSE,2025,40,1,24
"DC02659",37,"H",15,47000,FALSE,2024,39,2,13
"DC02660",39,"F",20,148000,FALSE,2023,42,3,17
"DC02661",54,"H",10,439000,FALSE,2022,58,4,6
"DC02662",45,"F",15,224000,TRUE,2022,49,4,11
"DC02663",29,"F",20,427000,FALSE,2019,36,7,13
"DC02664",42,"H",20,26000,FALSE,2022,46,4,16
"DC02665",48,"H",15,145000,FALSE,2020,54,6,9
"DC02666",44,"F",10,269000,FALSE,2023,47,3,7
"DC02667",33,"F",5,119000,TRUE,2024,35,2,3
"DC02668",32,"F",15,181000,FALSE,2025,33,1,14
"DC02669",20,"H",20,146000,FALSE,2024,22,2,18
"DC02670",30,"F",10,205000,FALSE,2024,32,2,8
"DC02671",54,"F",16,146000,FALSE,2018,62,8,8
"DC02672",33,"H",25,145000,TRUE,2023,36,3,22
"DC02673",43,"F",20,121000,FALSE,2023,46,3,17
"DC02674",45,"H",15,135000,FALSE,2021,50,5,10
"DC02675",56,"H",10,169000,FALSE,2021,61,5,5
"DC02676",48,"H",22,74000,TRUE,2020,54,6,16
"DC02677",43,"F",10,114000,TRUE,2022,47,4,6
"DC02678",38,"F",5,209000,FALSE,2022,42,4,1
"DC02679",48,"H",15,108000,FALSE,2022,52,4,11
"DC02681",26,"H",20,903000,FALSE,2023,29,3,17
"DC02682",44,"H",20,227000,FALSE,2020,50,6,14
"DC02683",46,"F",24,53000,FALSE,2025,47,1,23
"DC02684",59,"F",10,180000,FALSE,2019,66,7,3
"DC02685",27,"F",20,265000,FALSE,2021,32,5,15
"DC02686",49,"H",20,37000,TRUE,2021,54,5,15
"DC02687",37,"H",20,157000,FALSE,2025,38,1,19
"DC02688",20,"F",10,179000,FALSE,2023,23,3,7
"DC02689",42,"H",10,739000,FALSE,2022,46,4,6
"DC02690",57,"H",13,446000,FALSE,2025,58,1,12
"DC02691",43,"H",20,56000,FALSE,2019,50,7,13
"DC02692",26,"F",10,157000,FALSE,2022,30,4,6
"DC02693",47,"H",10,132000,FALSE,2021,52,5,5
"DC02694",50,"H",15,89000,FALSE,2021,55,5,10
"DC02695",59,"H",10,238000,FALSE,2021,64,5,5
"DC02696",39,"H",20,178000,FALSE,2022,43,4,16
"DC02697",41,"F",5,53000,FALSE,2024,43,2,3
"DC02698",35,"F",25,35000,FALSE,2023,38,3,22
"DC02699",52,"F",5,147000,FALSE,2024,54,2,3
"DC02700",22,"H",20,810000,FALSE,2023,25,3,17
"DC02701",58,"F",12,64000,FALSE,2023,61,3,9
"DC02702",49,"F",15,241000,FALSE,2022,53,4,11
"DC02703",23,"H",10,91000,FALSE,2024,25,2,8
"DC02704",30,"H",25,71000,TRUE,2022,34,4,21
"DC02705",23,"F",15,143000,FALSE,2022,27,4,11
"DC02706",28,"H",5,461000,TRUE,2023,31,3,2
"DC02707",23,"H",30,136000,FALSE,2023,26,3,27
"DC02708",32,"H",15,164000,FALSE,2025,33,1,14
"DC02709",36,"F",10,28000,FALSE,2021,41,5,5
"DC02710",56,"H",14,110000,FALSE,2023,59,3,11
"DC02711",33,"H",15,364000,FALSE,2022,37,4,11
"DC02712",54,"F",15,89000,FALSE,2021,59,5,10
"DC02713",21,"H",25,100000,TRUE,2022,25,4,21
"DC02714",42,"H",10,85000,FALSE,2022,46,4,6
"DC02715",28,"F",15,55000,FALSE,2023,31,3,12
"DC02716",42,"F",25,134000,FALSE,2023,45,3,22
"DC02717",26,"F",10,83000,TRUE,2021,31,5,5
"DC02718",39,"H",10,205000,FALSE,2022,43,4,6
"DC02719",41,"H",20,68000,FALSE,2024,43,2,18
"DC02720",24,"H",20,76000,FALSE,2023,27,3,17
"DC02721",41,"F",5,112000,TRUE,2023,44,3,2
"DC02722",53,"H",5,248000,FALSE,2025,54,1,4
"DC02723",31,"H",10,153000,TRUE,2021,36,5,5
"DC02724",58,"H",10,307000,FALSE,2022,62,4,6
"DC02725",57,"H",13,119000,TRUE,2022,61,4,9
"DC02726",37,"F",10,89000,FALSE,2020,43,6,4
"DC02727",36,"F",20,40000,TRUE,2025,37,1,19
"DC02728",48,"F",10,238000,FALSE,2024,50,2,8
"DC02729",30,"H",10,401000,FALSE,2022,34,4,6
"DC02730",25,"H",10,134000,FALSE,2022,29,4,6
"DC02731",20,"F",15,219000,FALSE,2025,21,1,14
"DC02732",58,"F",12,94000,FALSE,2024,60,2,10
"DC02733",41,"F",15,158000,FALSE,2023,44,3,12
"DC02734",22,"H",20,339000,FALSE,2022,26,4,16
"DC02735",39,"H",15,138000,FALSE,2024,41,2,13
"DC02736",54,"H",16,78000,FALSE,2022,58,4,12
"DC02737",25,"F",15,86000,FALSE,2018,33,8,7
"DC02738",35,"F",15,43000,FALSE,2022,39,4,11
"DC02739",38,"H",25,70000,FALSE,2018,46,8,17
"DC02740",37,"H",20,76000,FALSE,2022,41,4,16
"DC02741",53,"H",17,263000,TRUE,2018,61,8,9
"DC02742",39,"H",15,89000,FALSE,2019,46,7,8
"DC02743",37,"F",20,244000,FALSE,2022,41,4,16
"DC02744",38,"H",10,282000,FALSE,2024,40,2,8
"DC02745",39,"H",15,262000,FALSE,2024,41,2,13
"DC02746",56,"H",14,149000,FALSE,2022,60,4,10
"DC02747",57,"H",10,676000,FALSE,2023,60,3,7
"DC02748",27,"F",10,208000,FALSE,2022,31,4,6
"DC02749",37,"F",10,490000,FALSE,2020,43,6,4
"DC02750",25,"H",15,340000,FALSE,2024,27,2,13
"DC02751",27,"H",25,365000,TRUE,2020,33,6,19
"DC02752",55,"F",15,70000,FALSE,2019,62,7,8
"DC02753",52,"H",10,77000,FALSE,2024,54,2,8
"DC02754",35,"H",20,153000,FALSE,2022,39,4,16
"DC02755",32,"H",15,118000,FALSE,2025,33,1,14
"DC02756",24,"H",15,170000,FALSE,2021,29,5,10
"DC02757",48,"H",22,54000,FALSE,2018,56,8,14
"DC02758",31,"H",15,195000,FALSE,2023,34,3,12
"DC02759",42,"H",10,113000,TRUE,2020,48,6,4
"DC02760",34,"H",20,90000,FALSE,2022,38,4,16
"DC02761",45,"F",25,72000,FALSE,2024,47,2,23
"DC02762",37,"H",10,100000,FALSE,2022,41,4,6
"DC02763",48,"H",15,373000,FALSE,2022,52,4,11
"DC02764",31,"H",20,202000,FALSE,2022,35,4,16
"DC02765",45,"F",10,90000,TRUE,2023,48,3,7
"DC02766",47,"H",15,146000,FALSE,2019,54,7,8
"DC02767",37,"F",10,439000,FALSE,2021,42,5,5
"DC02768",52,"H",18,62000,FALSE,2022,56,4,14
"DC02769",27,"H",15,305000,FALSE,2023,30,3,12
"DC02770",59,"F",10,187000,FALSE,2021,64,5,5
"DC02771",41,"H",25,80000,FALSE,2024,43,2,23
"DC02772",39,"H",10,50000,FALSE,2024,41,2,8
"DC02773",24,"F",25,419000,TRUE,2020,30,6,19
"DC02774",33,"F",10,49000,FALSE,2023,36,3,7
"DC02775",30,"H",5,93000,FALSE,2022,34,4,1
"DC02776",25,"H",20,142000,FALSE,2023,28,3,17
"DC02777",40,"H",20,72000,FALSE,2020,46,6,14
"DC02778",33,"H",15,247000,FALSE,2024,35,2,13
"DC02779",38,"H",15,228000,FALSE,2021,43,5,10
"DC02780",44,"H",10,108000,FALSE,2018,52,8,2
"DC02781",26,"H",15,199000,FALSE,2022,30,4,11
"DC02782",51,"H",15,292000,FALSE,2023,54,3,12
"DC02783",55,"H",10,105000,FALSE,2024,57,2,8
"DC02784",39,"H",10,153000,FALSE,2022,43,4,6
"DC02785",56,"F",5,191000,FALSE,2024,58,2,3
"DC02786",56,"H",10,70000,FALSE,2022,60,4,6
"DC02787",22,"F",15,106000,FALSE,2022,26,4,11
"DC02788",29,"H",10,216000,FALSE,2022,33,4,6
"DC02789",36,"F",5,138000,FALSE,2025,37,1,4
"DC02790",39,"F",15,50000,FALSE,2023,42,3,12
"DC02791",29,"H",30,166000,FALSE,2023,32,3,27
"DC02792",42,"H",25,270000,FALSE,2021,47,5,20
"DC02793",38,"H",20,158000,FALSE,2020,44,6,14
"DC02794",23,"H",20,348000,FALSE,2024,25,2,18
"DC02795",26,"F",15,133000,FALSE,2022,30,4,11
"DC02796",40,"F",20,93000,FALSE,2024,42,2,18
"DC02797",42,"H",5,134000,FALSE,2025,43,1,4
"DC02798",49,"F",10,342000,FALSE,2024,51,2,8
"DC02799",59,"F",11,90000,FALSE,2021,64,5,6
"DC02800",47,"F",10,242000,FALSE,2020,53,6,4
"DC02801",34,"F",20,318000,FALSE,2022,38,4,16
"DC02802",23,"F",10,946000,FALSE,2025,24,1,9
"DC02803",42,"F",28,30000,TRUE,2023,45,3,25
"DC02804",33,"H",10,89000,FALSE,2024,35,2,8
"DC02805",25,"F",10,163000,FALSE,2022,29,4,6
"DC02806",34,"H",20,90000,TRUE,2023,37,3,17
"DC02807",27,"F",10,367000,FALSE,2024,29,2,8
"DC02808",50,"H",20,454000,FALSE,2025,51,1,19
"DC02809",27,"H",10,145000,FALSE,2023,30,3,7
"DC02810",49,"H",5,104000,FALSE,2024,51,2,3
"DC02811",24,"H",25,313000,FALSE,2021,29,5,20
"DC02812",31,"H",15,42000,TRUE,2023,34,3,12
"DC02813",57,"H",13,114000,FALSE,2022,61,4,9
"DC02814",32,"H",10,159000,FALSE,2020,38,6,4
"DC02815",49,"H",21,675000,FALSE,2021,54,5,16
"DC02816",28,"H",25,51000,FALSE,2023,31,3,22
"DC02817",23,"F",5,142000,TRUE,2024,25,2,3
"DC02818",23,"H",20,68000,TRUE,2023,26,3,17
"DC02819",59,"F",11,89000,FALSE,2023,62,3,8
"DC02820",28,"H",10,162000,FALSE,2022,32,4,6
"DC02821",37,"H",20,222000,FALSE,2024,39,2,18
"DC02822",32,"H",20,122000,FALSE,2020,38,6,14
"DC02823",42,"H",15,288000,FALSE,2022,46,4,11
"DC02824",34,"H",25,126000,FALSE,2021,39,5,20
"DC02825",47,"H",10,71000,FALSE,2021,52,5,5
"DC02826",32,"H",25,275000,TRUE,2021,37,5,20
"DC02827",25,"H",20,62000,TRUE,2022,29,4,16
"DC02829",34,"H",15,83000,FALSE,2023,37,3,12
"DC02830",47,"F",20,106000,FALSE,2022,51,4,16
"DC02832",59,"H",11,481000,FALSE,2022,63,4,7
"DC02833",51,"H",10,147000,FALSE,2020,57,6,4
"DC02834",37,"H",25,312000,TRUE,2022,41,4,21
"DC02835",41,"F",10,287000,FALSE,2024,43,2,8
"DC02836",32,"H",10,70000,FALSE,2018,40,8,2
"DC02837",37,"F",25,145000,FALSE,2025,38,1,24
"DC02838",48,"H",10,296000,FALSE,2018,56,8,2
"DC02839",44,"F",15,136000,FALSE,2023,47,3,12
"DC02840",46,"F",15,117000,FALSE,2024,48,2,13
"DC02841",57,"H",13,44000,TRUE,2021,62,5,8
"DC02842",26,"F",20,99000,FALSE,2021,31,5,15
"DC02844",58,"H",5,286000,FALSE,2022,62,4,1
"DC02845",42,"F",10,160000,TRUE,2021,47,5,5
"DC02846",56,"H",14,133000,FALSE,2019,63,7,7
"DC02847",40,"H",10,92000,FALSE,2018,48,8,2
"DC02848",56,"H",10,155000,FALSE,2021,61,5,5
"DC02849",34,"H",10,99000,FALSE,2023,37,3,7
"DC02850",50,"H",10,90000,TRUE,2021,55,5,5
"DC02851",53,"H",10,83000,FALSE,2024,55,2,8
"DC02852",59,"H",11,504000,FALSE,2021,64,5,6
"DC02853",58,"H",12,95000,FALSE,2020,64,6,6
"DC02855",34,"H",10,238000,FALSE,2022,38,4,6
"DC02856",59,"F",11,48000,FALSE,2021,64,5,6
"DC02857",60,"F",10,133000,FALSE,2022,64,4,6
"DC02858",47,"H",23,183000,FALSE,2020,53,6,17
"DC02859",24,"F",10,65000,TRUE,2020,30,6,4
"DC02860",25,"F",10,79000,TRUE,2024,27,2,8
"DC02861",36,"H",25,373000,FALSE,2022,40,4,21
"DC02862",35,"H",10,967000,FALSE,2023,38,3,7
"DC02863",52,"H",18,233000,FALSE,2022,56,4,14
"DC02864",50,"H",20,47000,FALSE,2025,51,1,19
"DC02865",40,"H",25,192000,FALSE,2021,45,5,20
"DC02866",60,"H",10,151000,TRUE,2021,65,5,5
"DC02867",44,"H",10,87000,TRUE,2024,46,2,8
"DC02868",58,"H",12,152000,TRUE,2025,59,1,11
"DC02869",24,"F",25,368000,TRUE,2023,27,3,22
"DC02870",33,"H",10,78000,FALSE,2022,37,4,6
"DC02871",42,"H",10,131000,FALSE,2020,48,6,4
"DC02872",52,"H",18,119000,FALSE,2022,56,4,14
"DC02873",47,"H",20,149000,TRUE,2023,50,3,17
"DC02874",55,"H",5,23000,FALSE,2024,57,2,3
"DC02875",48,"H",15,226000,FALSE,2020,54,6,9
"DC02876",55,"H",10,168000,TRUE,2025,56,1,9
"DC02877",48,"H",22,139000,FALSE,2023,51,3,19
"DC02878",28,"F",20,129000,FALSE,2022,32,4,16
"DC02879",55,"H",5,119000,TRUE,2024,57,2,3
"DC02880",30,"H",30,124000,FALSE,2021,35,5,25
"DC02881",52,"F",10,286000,TRUE,2019,59,7,3
"DC02882",26,"F",10,101000,FALSE,2024,28,2,8
"DC02883",58,"H",12,129000,FALSE,2020,64,6,6
"DC02884",60,"F",10,89000,FALSE,2023,63,3,7
"DC02885",44,"H",15,136000,TRUE,2021,49,5,10
"DC02886",24,"H",25,47000,TRUE,2022,28,4,21
"DC02887",31,"H",10,1225000,TRUE,2018,39,8,2
"DC02888",40,"H",15,65000,FALSE,2024,42,2,13
"DC02889",43,"H",15,190000,FALSE,2020,49,6,9
"DC02890",54,"H",15,503000,FALSE,2022,58,4,11
"DC02891",21,"F",10,278000,FALSE,2024,23,2,8
"DC02892",33,"H",25,164000,FALSE,2021,38,5,20
"DC02893",33,"H",15,120000,FALSE,2019,40,7,8
"DC02894",25,"H",20,123000,TRUE,2022,29,4,16
"DC02895",38,"F",10,119000,FALSE,2019,45,7,3
"DC02896",55,"H",15,46000,FALSE,2020,61,6,9
"DC02897",34,"H",25,126000,FALSE,2023,37,3,22
"DC02898",46,"H",15,84000,FALSE,2025,47,1,14
"DC02899",42,"F",15,39000,FALSE,2020,48,6,9
"DC02900",23,"F",25,120000,FALSE,2019,30,7,18
"DC02901",29,"H",10,76000,FALSE,2024,31,2,8
"DC02902",42,"F",10,76000,FALSE,2021,47,5,5
"DC02903",46,"F",10,114000,FALSE,2020,52,6,4
"DC02904",45,"H",20,46000,FALSE,2022,49,4,16
"DC02905",32,"H",15,62000,FALSE,2021,37,5,10
"DC02906",46,"F",15,85000,FALSE,2021,51,5,10
"DC02907",21,"H",10,85000,FALSE,2021,26,5,5
"DC02908",31,"F",15,316000,TRUE,2021,36,5,10
"DC02909",51,"F",10,69000,FALSE,2020,57,6,4
"DC02910",42,"H",10,78000,FALSE,2022,46,4,6
"DC02911",22,"F",10,162000,FALSE,2020,28,6,4
"DC02912",60,"F",10,165000,FALSE,2023,63,3,7
"DC02914",29,"H",15,151000,TRUE,2021,34,5,10
"DC02915",48,"H",20,136000,TRUE,2024,50,2,18
"DC02916",42,"H",10,241000,FALSE,2021,47,5,5
"DC02917",41,"F",15,106000,FALSE,2020,47,6,9
"DC02918",51,"H",19,467000,FALSE,2024,53,2,17
"DC02919",29,"H",10,83000,FALSE,2025,30,1,9
"DC02920",31,"F",5,86000,FALSE,2023,34,3,2
"DC02921",58,"H",12,80000,FALSE,2022,62,4,8
"DC02922",58,"F",12,147000,TRUE,2024,60,2,10
"DC02923",51,"H",10,235000,FALSE,2023,54,3,7
"DC02925",53,"H",15,64000,FALSE,2022,57,4,11
"DC02926",35,"H",20,234000,FALSE,2020,41,6,14
"DC02927",20,"F",20,477000,FALSE,2021,25,5,15
"DC02928",39,"H",20,218000,FALSE,2022,43,4,16
"DC02929",38,"F",15,65000,FALSE,2018,46,8,7
"DC02930",60,"H",10,288000,FALSE,2024,62,2,8
"DC02931",44,"F",20,55000,FALSE,2019,51,7,13
"DC02932",29,"H",15,148000,FALSE,2024,31,2,13
"DC02933",27,"F",25,110000,FALSE,2023,30,3,22
"DC02934",34,"F",5,257000,FALSE,2022,38,4,1
"DC02935",43,"H",15,232000,TRUE,2022,47,4,11
"DC02936",30,"H",20,84000,FALSE,2025,31,1,19
"DC02937",54,"F",10,32000,FALSE,2021,59,5,5
"DC02938",25,"H",10,248000,FALSE,2022,29,4,6
"DC02939",47,"F",23,105000,FALSE,2025,48,1,22
"DC02940",56,"F",10,109000,TRUE,2021,61,5,5
"DC02941",38,"F",20,110000,FALSE,2023,41,3,17
"DC02942",31,"F",15,470000,FALSE,2021,36,5,10
"DC02943",31,"F",15,66000,FALSE,2021,36,5,10
"DC02944",50,"H",20,84000,FALSE,2023,53,3,17
"DC02945",55,"H",15,107000,FALSE,2021,60,5,10
"DC02946",21,"H",5,67000,FALSE,2023,24,3,2
"DC02947",33,"H",20,143000,TRUE,2024,35,2,18
"DC02948",52,"H",18,118000,FALSE,2022,56,4,14
"DC02949",60,"H",10,106000,TRUE,2024,62,2,8
"DC02950",30,"H",10,202000,TRUE,2023,33,3,7
"DC02951",36,"H",10,243000,FALSE,2025,37,1,9
"DC02952",52,"F",15,129000,FALSE,2019,59,7,8
"DC02953",30,"H",20,150000,FALSE,2020,36,6,14
"DC02954",48,"F",15,70000,FALSE,2021,53,5,10
"DC02955",53,"H",15,189000,TRUE,2020,59,6,9
"DC02956",51,"H",15,126000,FALSE,2021,56,5,10
"DC02957",33,"F",10,122000,FALSE,2018,41,8,2
"DC02958",34,"H",10,97000,TRUE,2023,37,3,7
"DC02959",52,"F",10,182000,FALSE,2022,56,4,6
"DC02960",54,"F",15,318000,FALSE,2025,55,1,14
"DC02961",41,"H",10,216000,FALSE,2023,44,3,7
"DC02962",56,"F",10,127000,FALSE,2018,64,8,2
"DC02963",56,"H",14,202000,TRUE,2023,59,3,11
"DC02965",55,"F",15,154000,FALSE,2023,58,3,12
"DC02966",21,"H",15,357000,TRUE,2023,24,3,12
"DC02967",55,"F",10,38000,FALSE,2018,63,8,2
"DC02968",21,"H",15,197000,FALSE,2021,26,5,10
"DC02969",60,"H",10,192000,TRUE,2020,66,6,4
"DC02970",53,"H",5,199000,FALSE,2023,56,3,2
"DC02971",42,"H",10,57000,TRUE,2022,46,4,6
"DC02972",43,"F",20,470000,TRUE,2024,45,2,18
"DC02973",58,"F",10,572000,FALSE,2024,60,2,8
"DC02974",59,"F",10,91000,FALSE,2023,62,3,7
"DC02975",56,"H",14,156000,FALSE,2022,60,4,10
"DC02976",47,"H",10,113000,TRUE,2022,51,4,6
"DC02977",34,"F",20,133000,FALSE,2022,38,4,16
"DC02978",52,"H",15,121000,FALSE,2019,59,7,8
"DC02979",39,"H",15,316000,FALSE,2023,42,3,12
"DC02980",55,"H",5,387000,FALSE,2024,57,2,3
"DC02981",47,"H",10,93000,FALSE,2023,50,3,7
"DC02982",27,"H",15,355000,FALSE,2022,31,4,11
"DC02983",56,"H",10,176000,FALSE,2020,62,6,4
"DC02984",30,"F",15,112000,FALSE,2025,31,1,14
