"age","age_actuariel","genre","fumeur","duree","capital","pnu_unitaire","prime_nette_annuelle","prime_commerciale","dont_frais_acquisition","dont_frais_gestion","dont_frais_capital","dont_frais_fixes","marge_technique","taux_chargement","annuite_actuarielle","hypotheses","id_contrat"
23,24,"H","FALSE",30,136000,0.066997,410.01,557.46,44.6,33.45,54.4,15,0,35.96,22.2229,"Base","DC02707"
32,33,"H","FALSE",15,164000,0.039095,497.45,672.15,53.77,40.33,65.6,15,0,35.12,12.8888,"Base","DC02708"
36,37,"F","FALSE",10,28000,0.018208,56.07,95.66,7.65,5.74,11.2,15,0,70.61,9.093,"Base","DC02709"
56,57,"H","FALSE",14,110000,0.262304,2632.46,3129.6,250.37,187.78,44,15,0,18.89,10.9606,"Base","DC02710"
33,34,"H","FALSE",15,364000,0.042198,1193.24,1574.24,125.94,94.45,145.6,15,0,31.93,12.8725,"Base","DC02711"
54,55,"F","FALSE",15,89000,0.171656,1253.8,1516.74,121.34,91,35.6,15,0,20.97,12.1849,"Base","DC02712"
21,25,"H","TRUE",25,1e+05,0.050402,258.57,364.62,29.17,21.88,40,15,0,41.01,19.4924,"Base","DC02713"
42,43,"H","FALSE",10,85000,0.049345,467.36,600.42,48.03,36.02,34,15,0,28.47,8.9745,"Base","DC02714"
28,29,"F","FALSE",15,55000,0.017309,73.18,128.11,10.25,7.69,22,15,0,75.07,13.0094,"Base","DC02715"
42,43,"F","FALSE",25,134000,0.143942,1024.79,1271.39,101.71,76.28,53.6,15,0,24.06,18.8217,"Base","DC02716"
26,29,"F","TRUE",10,83000,0.00996,90.62,161.41,12.91,9.68,33.2,15,0,78.13,9.1231,"Base","DC02717"
39,40,"H","FALSE",10,205000,0.038395,873.04,1127.96,90.24,67.68,82,15,0,29.2,9.0155,"Base","DC02718"
41,42,"H","FALSE",20,68000,0.129754,558.43,698.41,55.87,41.9,27.2,15,0,25.07,15.8,"Base","DC02719"
24,25,"H","FALSE",20,76000,0.034482,159.52,238.27,19.06,14.3,30.4,15,0,49.37,16.4285,"Base","DC02720"
41,44,"F","TRUE",5,112000,0.013945,326.59,449.29,35.94,26.96,44.8,15,0,37.57,4.7822,"Base","DC02721"
53,54,"H","FALSE",5,248000,0.055119,2904.56,3510.18,280.81,210.61,99.2,15,0,20.85,4.7063,"Base","DC02722"
31,35,"H","TRUE",10,153000,0.025906,437.4,597.21,47.78,35.83,61.2,15,0,36.54,9.062,"Base","DC02723"
58,59,"H","FALSE",10,307000,0.200123,7326.48,8679.4,694.35,520.76,122.8,15,0,18.47,8.3857,"Base","DC02724"
57,61,"H","TRUE",13,119000,0.327309,3928.56,4640.88,371.27,278.45,47.6,15,0,18.13,9.9145,"Base","DC02725"
37,38,"F","FALSE",10,89000,0.019802,193.94,284.35,22.75,17.06,35.6,15,0,46.62,9.0871,"Base","DC02726"
36,39,"F","TRUE",20,40000,0.064566,158.9,220.81,17.66,13.25,16,15,0,38.96,16.2535,"Base","DC02727"
48,49,"F","FALSE",10,238000,0.053721,1426.7,1787.09,142.97,107.23,95.2,15,0,25.26,8.9618,"Base","DC02728"
30,31,"H","FALSE",10,401000,0.019487,860.07,1204.03,96.32,72.24,160.4,15,0,39.99,9.0857,"Base","DC02729"
25,26,"H","FALSE",10,134000,0.014315,210.67,324.74,25.98,19.48,53.6,15,0,54.14,9.1048,"Base","DC02730"
20,21,"F","FALSE",15,219000,0.010433,175.16,322.98,25.84,19.38,87.6,15,0,84.39,13.0445,"Base","DC02731"
58,59,"F","FALSE",12,94000,0.178206,1677.11,2011.29,160.9,120.68,37.6,15,0,19.93,9.9882,"Base","DC02732"
41,42,"F","FALSE",15,158000,0.051482,633.85,827.96,66.24,49.68,63.2,15,0,30.62,12.833,"Base","DC02733"
22,23,"H","FALSE",20,339000,0.030348,625.22,902.12,72.17,54.13,135.6,15,0,44.29,16.455,"Base","DC02734"
39,40,"H","FALSE",15,138000,0.068512,742.51,945.02,75.6,56.7,55.2,15,0,27.27,12.7334,"Base","DC02735"
54,55,"H","FALSE",16,78000,0.268368,1706.5,2038.02,163.04,122.28,31.2,15,0,19.43,12.2664,"Base","DC02736"
25,26,"F","FALSE",15,86000,0.014051,92.77,165.31,13.22,9.92,34.4,15,0,78.2,13.0261,"Base","DC02737"
35,36,"F","FALSE",15,43000,0.030228,100.43,154.22,12.34,9.25,17.2,15,0,53.56,12.9431,"Base","DC02738"
38,39,"H","FALSE",25,70000,0.151917,568.22,710.72,56.86,42.64,28,15,0,25.08,18.7149,"Base","DC02739"
37,38,"H","FALSE",20,76000,0.092825,439.6,563.95,45.12,33.84,30.4,15,0,28.29,16.048,"Base","DC02740"
53,57,"H","TRUE",17,263000,0.340747,7214.54,8528.77,682.3,511.73,105.2,15,0,18.22,12.4216,"Base","DC02741"
39,40,"H","FALSE",15,89000,0.068512,478.87,615.66,49.25,36.94,35.6,15,0,28.57,12.7334,"Base","DC02742"
37,38,"F","FALSE",20,244000,0.059004,883.84,1158.66,92.69,69.52,97.6,15,0,31.09,16.2891,"Base","DC02743"
38,39,"H","FALSE",10,282000,0.035391,1105.65,1434.25,114.74,86.05,112.8,15,0,29.72,9.0267,"Base","DC02744"
39,40,"H","FALSE",15,262000,0.068512,1409.7,1778.49,142.28,106.71,104.8,15,0,26.16,12.7334,"Base","DC02745"
56,57,"H","FALSE",14,149000,0.262304,3565.79,4233.01,338.64,253.98,59.6,15,0,18.71,10.9606,"Base","DC02746"
57,58,"H","FALSE",10,676000,0.183635,14686.41,17409.08,1392.73,1044.54,270.4,15,0,18.54,8.4525,"Base","DC02747"
27,28,"F","FALSE",10,208000,0.009331,212.67,361.48,28.92,21.69,83.2,15,0,69.97,9.1254,"Base","DC02748"
37,38,"F","FALSE",10,490000,0.019802,1067.79,1486.96,118.96,89.22,196,15,0,39.26,9.0871,"Base","DC02749"
25,26,"H","FALSE",15,340000,0.02407,631.12,909.44,72.76,54.57,136,15,0,44.1,12.9673,"Base","DC02750"
27,31,"H","TRUE",25,365000,0.079281,1501.15,1932.74,154.62,115.96,146,15,0,28.75,19.2768,"Base","DC02751"
55,56,"F","FALSE",15,70000,0.18789,1087.54,1314.58,105.17,78.88,28,15,0,20.88,12.0936,"Base","DC02752"
52,53,"H","FALSE",10,77000,0.118483,1047.38,1271.14,101.69,76.27,30.8,15,0,21.36,8.7105,"Base","DC02753"
35,36,"H","FALSE",20,153000,0.078715,746.13,956.2,76.5,57.37,61.2,15,0,28.15,16.1413,"Base","DC02754"
32,33,"H","FALSE",15,118000,0.039095,357.92,488.51,39.08,29.31,47.2,15,0,36.49,12.8888,"Base","DC02755"
24,25,"H","FALSE",15,170000,0.022645,296.7,441.52,35.32,26.49,68,15,0,48.81,12.9747,"Base","DC02756"
48,49,"H","FALSE",22,54000,0.270682,913.74,1105.04,88.4,66.3,21.6,15,0,20.94,15.9968,"Base","DC02757"
31,32,"H","FALSE",15,195000,0.036276,548.21,745.6,59.65,44.74,78,15,0,36,12.9036,"Base","DC02758"
42,46,"H","TRUE",10,113000,0.063902,809.55,1011.34,80.91,60.68,45.2,15,0,24.93,8.9197,"Base","DC02759"
34,35,"H","FALSE",20,90000,0.072565,403.6,528.6,42.29,31.72,36,15,0,30.97,16.1817,"Base","DC02760"
45,46,"F","FALSE",25,72000,0.187602,731.01,900.95,72.08,54.06,28.8,15,0,23.25,18.4776,"Base","DC02761"
37,38,"H","FALSE",10,1e+05,0.032665,361.46,484.26,38.74,29.06,40,15,0,33.97,9.0369,"Base","DC02762"
48,49,"H","FALSE",15,373000,0.147948,4486.31,5407.57,432.61,324.45,149.2,15,0,20.53,12.3006,"Base","DC02763"
31,32,"H","FALSE",20,202000,0.057186,709.47,936.36,74.91,56.18,80.8,15,0,31.98,16.282,"Base","DC02764"
45,48,"F","TRUE",10,90000,0.048879,489.89,628.94,50.32,37.74,36,15,0,28.38,8.9798,"Base","DC02765"
47,48,"H","FALSE",15,146000,0.135767,1602.64,1948.89,155.91,116.93,58.4,15,0,21.6,12.3683,"Base","DC02766"
37,38,"F","FALSE",10,439000,0.019802,956.65,1334.01,106.72,80.04,175.6,15,0,39.45,9.0871,"Base","DC02767"
52,53,"H","FALSE",18,62000,0.271351,1242.54,1491.09,119.29,89.47,24.8,15,0,20,13.5398,"Base","DC02768"
27,28,"H","FALSE",15,305000,0.027376,644.76,909.03,72.72,54.54,122,15,0,40.99,12.9501,"Base","DC02769"
59,60,"F","FALSE",10,187000,0.152432,3320.62,3965.61,317.25,237.94,74.8,15,0,19.42,8.5842,"Base","DC02770"
41,42,"H","FALSE",25,80000,0.19402,844.72,1036.88,82.95,62.21,32,15,0,22.75,18.3748,"Base","DC02771"
39,40,"H","FALSE",10,50000,0.038395,212.94,288.3,23.06,17.3,20,15,0,35.39,9.0155,"Base","DC02772"
24,27,"F","TRUE",25,419000,0.035523,758.25,1094.02,87.52,65.64,167.6,15,0,44.28,19.6294,"Base","DC02773"
33,34,"F","FALSE",10,49000,0.014301,76.94,129.7,10.38,7.78,19.6,15,0,68.57,9.1073,"Base","DC02774"
30,31,"H","FALSE",5,93000,0.008641,167.71,255.71,20.46,15.34,37.2,15,0,52.47,4.7915,"Base","DC02775"
25,26,"H","FALSE",20,142000,0.03687,318.98,454.4,36.35,27.26,56.8,15,0,42.45,16.4132,"Base","DC02776"
40,41,"H","FALSE",20,72000,0.119293,541.19,680.22,54.42,40.81,28.8,15,0,25.69,15.8709,"Base","DC02777"
33,34,"H","FALSE",15,247000,0.042198,809.7,1073.84,85.91,64.43,98.8,15,0,32.62,12.8725,"Base","DC02778"
38,39,"H","FALSE",15,228000,0.063035,1126.11,1432.91,114.63,85.97,91.2,15,0,27.25,12.7625,"Base","DC02779"
44,45,"H","FALSE",10,108000,0.058587,707.78,890.67,71.25,53.44,43.2,15,0,25.84,8.9398,"Base","DC02780"
26,27,"H","FALSE",15,199000,0.025642,393.76,567.87,45.43,34.07,79.6,15,0,44.21,12.9591,"Base","DC02781"
51,52,"H","FALSE",15,292000,0.191007,4625.76,5532.04,442.56,331.92,116.8,15,0,19.59,12.0573,"Base","DC02782"
55,56,"H","FALSE",10,105000,0.154315,1890.72,2264.79,181.18,135.89,42,15,0,19.78,8.5698,"Base","DC02783"
39,40,"H","FALSE",10,153000,0.038395,651.59,846.27,67.7,50.78,61.2,15,0,29.88,9.0155,"Base","DC02784"
56,57,"F","FALSE",5,191000,0.047872,1937.06,2358.68,188.69,141.52,76.4,15,0,21.77,4.7203,"Base","DC02785"
56,57,"H","FALSE",10,70000,0.168387,1384.48,1659.86,132.79,99.59,28,15,0,19.89,8.5138,"Base","DC02786"
22,23,"F","FALSE",15,106000,0.011661,94.8,176.98,14.16,10.62,42.4,15,0,86.68,13.0383,"Base","DC02787"
29,30,"H","FALSE",10,216000,0.018239,433.39,621.85,49.75,37.31,86.4,15,0,43.48,9.0904,"Base","DC02788"
36,37,"F","FALSE",5,138000,0.007712,222.03,339.8,27.18,20.39,55.2,15,0,53.04,4.7935,"Base","DC02789"
39,40,"F","FALSE",15,50000,0.042945,166.74,234.59,18.77,14.08,20,15,0,40.69,12.8774,"Base","DC02790"
29,30,"H","FALSE",30,166000,0.106377,806.52,1032.47,82.6,61.95,66.4,15,0,28.01,21.8948,"Base","DC02791"
42,43,"H","FALSE",25,270000,0.210274,3112.54,3762.26,300.98,225.74,108,15,0,20.87,18.2404,"Base","DC02792"
38,39,"H","FALSE",20,158000,0.100886,996.6,1249.77,99.98,74.99,63.2,15,0,25.4,15.9944,"Base","DC02793"
23,24,"H","FALSE",20,348000,0.032315,683.93,974.57,77.97,58.47,139.2,15,0,42.5,16.4424,"Base","DC02794"
26,27,"F","FALSE",15,133000,0.015027,153.49,257.78,20.62,15.47,53.2,15,0,67.94,13.0211,"Base","DC02795"
40,41,"F","FALSE",20,93000,0.077433,445.33,578.52,46.28,34.71,37.2,15,0,29.91,16.1706,"Base","DC02796"
42,43,"H","FALSE",5,134000,0.020898,587.18,762.53,61,45.75,53.6,15,0,29.86,4.7692,"Base","DC02797"
49,50,"F","FALSE",10,342000,0.059065,2259.07,2803.33,224.27,168.2,136.8,15,0,24.09,8.9418,"Base","DC02798"
59,60,"F","FALSE",11,90000,0.173255,1683.29,2016.61,161.33,121,36,15,0,19.8,9.2634,"Base","DC02799"
47,48,"F","FALSE",10,242000,0.048879,1317.26,1661.7,132.94,99.7,96.8,15,0,26.15,8.9798,"Base","DC02800"
34,35,"F","FALSE",20,318000,0.045239,878.45,1186.8,94.94,71.21,127.2,15,0,35.1,16.3768,"Base","DC02801"
23,24,"F","FALSE",10,946000,0.007374,763.86,1345.65,107.65,80.74,378.4,15,0,76.16,9.1326,"Base","DC02802"
42,45,"F","TRUE",28,30000,0.216648,326.23,410.73,32.86,24.64,12,15,0,25.9,19.9229,"Base","DC02803"
33,34,"H","FALSE",10,89000,0.024059,236.11,333.38,26.67,20,35.6,15,0,41.2,9.0688,"Base","DC02804"
25,26,"F","FALSE",10,163000,0.008251,147.32,264.56,21.16,15.87,65.2,15,0,79.58,9.1294,"Base","DC02805"
34,38,"H","TRUE",20,90000,0.092825,520.58,664.63,53.17,39.88,36,15,0,27.67,16.048,"Base","DC02806"
27,28,"F","FALSE",10,367000,0.009331,375.25,624.47,49.96,37.47,146.8,15,0,66.42,9.1254,"Base","DC02807"
50,51,"H","FALSE",20,454000,0.271944,8351.68,9939.86,795.19,596.39,181.6,15,0,19.02,14.783,"Base","DC02808"
27,28,"H","FALSE",10,145000,0.016084,256.33,382.94,30.64,22.98,58,15,0,49.39,9.0983,"Base","DC02809"
49,50,"H","FALSE",5,104000,0.038375,842.48,1045.44,83.64,62.73,41.6,15,0,24.09,4.7372,"Base","DC02810"
24,25,"H","FALSE",25,313000,0.050402,809.34,1104.11,88.33,66.25,125.2,15,0,36.42,19.4924,"Base","DC02811"
31,35,"H","TRUE",15,42000,0.045613,149.03,210.27,16.82,12.62,16.8,15,0,41.09,12.8546,"Base","DC02812"
57,58,"H","FALSE",13,114000,0.257846,2855.37,3390.66,271.25,203.44,45.6,15,0,18.75,10.2944,"Base","DC02813"
32,33,"H","FALSE",10,159000,0.022383,392.17,547.4,43.79,32.84,63.6,15,0,39.58,9.075,"Base","DC02814"
49,50,"H","FALSE",21,675000,0.271516,11905.89,14175.46,1134.04,850.53,270,15,0,19.06,15.3935,"Base","DC02815"
28,29,"H","FALSE",25,51000,0.067824,178.64,248.89,19.91,14.93,20.4,15,0,39.32,19.3628,"Base","DC02816"
23,26,"F","TRUE",5,142000,0.003737,110.53,212.01,16.96,12.72,56.8,15,0,91.81,4.8006,"Base","DC02817"
23,27,"H","TRUE",20,68000,0.0395,163.82,239.55,19.16,14.37,27.2,15,0,46.23,16.3963,"Base","DC02818"
59,60,"F","FALSE",11,89000,0.173255,1664.58,1994.4,159.55,119.66,35.6,15,0,19.81,9.2634,"Base","DC02819"
28,29,"H","FALSE",10,162000,0.017108,304.75,447.15,35.77,26.83,64.8,15,0,46.73,9.0945,"Base","DC02820"
37,38,"H","FALSE",20,222000,0.092825,1284.1,1613.83,129.11,96.83,88.8,15,0,25.68,16.048,"Base","DC02821"
32,33,"H","FALSE",20,122000,0.061843,464.25,614.01,49.12,36.84,48.8,15,0,32.26,16.2517,"Base","DC02822"
42,43,"H","FALSE",15,288000,0.088326,2014.52,2493.86,199.51,149.63,115.2,15,0,23.79,12.6273,"Base","DC02823"
34,35,"H","FALSE",25,126000,0.109415,723.8,917.67,73.41,55.06,50.4,15,0,26.79,19.0472,"Base","DC02824"
47,48,"H","FALSE",10,71000,0.076139,609.23,758.87,60.71,45.53,28.4,15,0,24.56,8.8733,"Base","DC02825"
32,36,"H","TRUE",25,275000,0.118745,1720.93,2146.43,171.71,128.79,110,15,0,24.73,18.9751,"Base","DC02826"
25,29,"H","TRUE",20,62000,0.045583,172.78,247.18,19.77,14.83,24.8,15,0,43.06,16.3571,"Base","DC02827"
34,35,"H","FALSE",15,83000,0.045613,294.52,398.51,31.88,23.91,33.2,15,0,35.31,12.8546,"Base","DC02829"
47,48,"F","FALSE",20,106000,0.146834,990.63,1218.64,97.49,73.12,42.4,15,0,23.02,15.7116,"Base","DC02830"
59,60,"H","FALSE",11,481000,0.245391,13214.75,15607.16,1248.57,936.43,192.4,15,0,18.1,8.9319,"Base","DC02832"
51,52,"H","FALSE",10,147000,0.108445,1822,2204.42,176.35,132.27,58.8,15,0,20.99,8.7494,"Base","DC02833"
37,41,"H","TRUE",25,312000,0.178906,3017.51,3671.29,293.7,220.28,124.8,15,0,21.67,18.4982,"Base","DC02834"
41,42,"F","FALSE",10,287000,0.028089,890.13,1185.97,94.88,71.16,114.8,15,0,33.24,9.0567,"Base","DC02835"
32,33,"H","FALSE",10,70000,0.022383,172.65,250.76,20.06,15.05,28,15,0,45.24,9.075,"Base","DC02836"
37,38,"F","FALSE",25,145000,0.091821,692.8,890.47,71.24,53.43,58,15,0,28.53,19.2176,"Base","DC02837"
48,49,"H","FALSE",10,296000,0.083156,2782.34,3390.4,271.23,203.42,118.4,15,0,21.85,8.8466,"Base","DC02838"
44,45,"F","FALSE",15,136000,0.06789,724.32,922.93,73.83,55.38,54.4,15,0,27.42,12.7471,"Base","DC02839"
46,47,"F","FALSE",15,117000,0.081791,755.07,949.85,75.99,56.99,46.8,15,0,25.8,12.6738,"Base","DC02840"
57,61,"H","TRUE",13,44000,0.327309,1452.58,1726.95,138.16,103.62,17.6,15,0,18.89,9.9145,"Base","DC02841"
26,27,"F","FALSE",20,99000,0.023553,141.2,227.68,18.21,13.66,39.6,15,0,61.24,16.5134,"Base","DC02842"
58,59,"H","FALSE",5,286000,0.087158,5364.81,6388.61,511.09,383.32,114.4,15,0,19.08,4.6464,"Base","DC02844"
42,45,"F","TRUE",10,160000,0.03693,654.79,853.24,68.26,51.19,64,15,0,30.31,9.0241,"Base","DC02845"
56,57,"H","FALSE",14,133000,0.262304,3182.88,3780.33,302.43,226.82,53.2,15,0,18.77,10.9606,"Base","DC02846"
40,41,"H","FALSE",10,92000,0.041702,426.13,555.74,44.46,33.34,36.8,15,0,30.41,9.0031,"Base","DC02847"
56,57,"H","FALSE",10,155000,0.168387,3065.63,3654.22,292.34,219.25,62,15,0,19.2,8.5138,"Base","DC02848"
34,35,"H","FALSE",10,99000,0.025906,283.02,392.58,31.41,23.56,39.6,15,0,38.71,9.062,"Base","DC02849"
50,54,"H","TRUE",10,90000,0.12943,1343.91,1621.98,129.76,97.32,36,15,0,20.69,8.6678,"Base","DC02850"
53,54,"H","FALSE",10,83000,0.12943,1239.38,1497.19,119.77,89.83,33.2,15,0,20.8,8.6678,"Base","DC02851"
59,60,"H","FALSE",11,504000,0.245391,13846.64,16352.61,1308.21,981.16,201.6,15,0,18.1,8.9319,"Base","DC02852"
58,59,"H","FALSE",12,95000,0.252261,2491.53,2958.75,236.7,177.53,38,15,0,18.75,9.6185,"Base","DC02853"
34,35,"H","FALSE",10,238000,0.025906,680.4,919.3,73.54,55.16,95.2,15,0,35.11,9.062,"Base","DC02855"
59,60,"F","FALSE",11,48000,0.173255,897.75,1083.67,86.69,65.02,19.2,15,0,20.71,9.2634,"Base","DC02856"
60,61,"F","FALSE",10,133000,0.167242,2608.94,3112.96,249.04,186.78,53.2,15,0,19.32,8.5257,"Base","DC02857"
47,48,"H","FALSE",23,183000,0.269491,2972.17,3558.57,284.69,213.51,73.2,15,0,19.73,16.5929,"Base","DC02858"
24,27,"F","TRUE",10,65000,0.008763,62.4,120.24,9.62,7.21,26,15,0,92.68,9.1275,"Base","DC02859"
25,28,"F","TRUE",10,79000,0.009331,80.78,148.11,11.85,8.89,31.6,15,0,83.36,9.1254,"Base","DC02860"
36,37,"H","FALSE",25,373000,0.128901,2544.45,3149.59,251.97,188.98,149.2,15,0,23.78,18.8961,"Base","DC02861"
35,36,"H","FALSE",10,967000,0.027944,2984.36,3937.4,314.99,236.24,386.8,15,0,31.93,9.0544,"Base","DC02862"
52,53,"H","FALSE",18,233000,0.271351,4669.54,5555.52,444.44,333.33,93.2,15,0,18.97,13.5398,"Base","DC02863"
50,51,"H","FALSE",20,47000,0.271944,864.6,1044.65,83.57,62.68,18.8,15,0,20.82,14.783,"Base","DC02864"
40,41,"H","FALSE",25,192000,0.178906,1856.93,2265.97,181.28,135.96,76.8,15,0,22.03,18.4982,"Base","DC02865"
60,64,"H","TRUE",10,151000,0.30302,5753.78,6778.11,542.25,406.69,60.4,15,0,17.8,7.9523,"Base","DC02866"
44,48,"H","TRUE",10,87000,0.076139,746.52,925.95,74.08,55.56,34.8,15,0,24.04,8.8733,"Base","DC02867"
58,62,"H","TRUE",12,152000,0.320888,5261.7,6206.4,496.51,372.38,60.8,15,0,17.95,9.2698,"Base","DC02868"
24,27,"F","TRUE",25,368000,0.035523,665.96,962.98,77.04,57.78,147.2,15,0,44.6,19.6294,"Base","DC02869"
33,34,"H","FALSE",10,78000,0.024059,206.93,294.33,23.55,17.66,31.2,15,0,42.24,9.0688,"Base","DC02870"
42,43,"H","FALSE",10,131000,0.049345,720.28,915.91,73.27,54.95,52.4,15,0,27.16,8.9745,"Base","DC02871"
52,53,"H","FALSE",18,119000,0.271351,2384.87,2845.9,227.67,170.75,47.6,15,0,19.33,13.5398,"Base","DC02872"
47,51,"H","TRUE",20,149000,0.271944,2740.97,3273.92,261.91,196.44,59.6,15,0,19.44,14.783,"Base","DC02873"
55,56,"H","FALSE",5,23000,0.066188,324.89,405.91,32.47,24.35,9.2,15,0,24.94,4.6857,"Base","DC02874"
48,49,"H","FALSE",15,226000,0.147948,2718.25,3283.31,262.66,197,90.4,15,0,20.79,12.3006,"Base","DC02875"
55,59,"H","TRUE",10,168000,0.200123,4009.28,4757.54,380.6,285.45,67.2,15,0,18.66,8.3857,"Base","DC02876"
48,49,"H","FALSE",22,139000,0.270682,2352.02,2817,225.36,169.02,55.6,15,0,19.77,15.9968,"Base","DC02877"
28,29,"F","FALSE",20,129000,0.027455,214.8,327.2,26.18,19.63,51.6,15,0,52.33,16.489,"Base","DC02878"
55,59,"H","TRUE",5,119000,0.087158,2232.21,2668.38,213.47,160.1,47.6,15,0,19.54,4.6464,"Base","DC02879"
30,31,"H","FALSE",30,124000,0.115203,654.69,836.38,66.91,50.18,49.6,15,0,27.75,21.8199,"Base","DC02880"
52,55,"F","TRUE",10,286000,0.095105,3088.86,3742.16,299.37,224.53,114.4,15,0,21.15,8.8059,"Base","DC02881"
26,27,"F","FALSE",10,101000,0.008763,96.97,177.17,14.17,10.63,40.4,15,0,82.71,9.1275,"Base","DC02882"
58,59,"H","FALSE",12,129000,0.252261,3383.23,4011.43,320.91,240.69,51.6,15,0,18.57,9.6185,"Base","DC02883"
60,61,"F","FALSE",10,89000,0.167242,1745.83,2088.88,167.11,125.33,35.6,15,0,19.65,8.5257,"Base","DC02884"
44,48,"H","TRUE",15,136000,0.135767,1492.87,1816.6,145.33,109,54.4,15,0,21.68,12.3683,"Base","DC02885"
24,28,"H","TRUE",25,47000,0.06284,152.24,216.33,17.31,12.98,18.8,15,0,42.09,19.4001,"Base","DC02886"
31,35,"H","TRUE",10,1225000,0.025906,3502.04,4659.35,372.75,279.56,490,15,0,33.05,9.062,"Base","DC02887"
40,41,"H","FALSE",15,65000,0.074522,381.37,491.13,39.29,29.47,26,15,0,28.78,12.7013,"Base","DC02888"
43,44,"H","FALSE",15,190000,0.096223,1452.75,1795.06,143.6,107.7,76,15,0,23.56,12.5847,"Base","DC02889"
54,55,"H","FALSE",15,503000,0.245077,10498.78,12459.28,996.74,747.56,201.2,15,0,18.67,11.7417,"Base","DC02890"
21,22,"F","FALSE",10,278000,0.006662,202.73,382.48,30.6,22.95,111.2,15,0,88.66,9.1352,"Base","DC02891"
33,34,"H","FALSE",25,164000,0.100856,865.41,1100.01,88,66,65.6,15,0,27.11,19.1129,"Base","DC02892"
33,34,"H","FALSE",15,120000,0.042198,393.38,530.67,42.45,31.84,48,15,0,34.9,12.8725,"Base","DC02893"
25,29,"H","TRUE",20,123000,0.045583,342.77,473.22,37.86,28.39,49.2,15,0,38.06,16.3571,"Base","DC02894"
38,39,"F","FALSE",10,119000,0.021568,282.65,401.45,32.12,24.09,47.6,15,0,42.03,9.0807,"Base","DC02895"
55,56,"H","FALSE",15,46000,0.265771,1052.31,1262.45,101,75.75,18.4,15,0,19.97,11.6178,"Base","DC02896"
34,35,"H","FALSE",25,126000,0.109415,723.8,917.67,73.41,55.06,50.4,15,0,26.79,19.0472,"Base","DC02897"
46,47,"H","FALSE",15,84000,0.124567,841.8,1035.35,82.83,62.12,33.6,15,0,22.99,12.4301,"Base","DC02898"
42,43,"F","FALSE",15,39000,0.056427,171.83,235.38,18.83,14.12,15.6,15,0,36.99,12.8072,"Base","DC02899"
23,24,"F","FALSE",25,120000,0.028166,171.72,272.93,21.83,16.38,48,15,0,58.94,19.682,"Base","DC02900"
29,30,"H","FALSE",10,76000,0.018239,152.49,230.1,18.41,13.81,30.4,15,0,50.9,9.0904,"Base","DC02901"
42,43,"F","FALSE",10,76000,0.030744,258.27,353.1,28.25,21.19,30.4,15,0,36.72,9.0469,"Base","DC02902"
46,47,"F","FALSE",10,114000,0.044493,563.83,726.08,58.09,43.56,45.6,15,0,28.78,8.9961,"Base","DC02903"
45,46,"H","FALSE",20,46000,0.181367,540.24,667.02,53.36,40.02,18.4,15,0,23.47,15.4431,"Base","DC02904"
32,33,"H","FALSE",15,62000,0.039095,188.06,264.95,21.2,15.9,24.8,15,0,40.89,12.8888,"Base","DC02905"
46,47,"F","FALSE",15,85000,0.081791,548.55,694.83,55.59,41.69,34,15,0,26.67,12.6738,"Base","DC02906"
21,22,"H","FALSE",10,85000,0.011673,108.85,183.55,14.68,11.01,34,15,0,68.62,9.1146,"Base","DC02907"
31,34,"F","TRUE",15,316000,0.025556,622.79,888.59,71.09,53.32,126.4,15,0,42.68,12.9671,"Base","DC02908"
51,52,"F","FALSE",10,69000,0.07145,554.22,693.98,55.52,41.64,27.6,15,0,25.22,8.8954,"Base","DC02909"
42,43,"H","FALSE",10,78000,0.049345,428.87,552.41,44.19,33.14,31.2,15,0,28.81,8.9745,"Base","DC02910"
22,23,"F","FALSE",10,162000,0.007,124.14,237.14,18.97,14.23,64.8,15,0,91.02,9.1339,"Base","DC02911"
60,61,"F","FALSE",10,165000,0.167242,3236.66,3857.74,308.62,231.46,66,15,0,19.19,8.5257,"Base","DC02912"
29,33,"H","TRUE",15,151000,0.039095,458.02,620.25,49.62,37.22,60.4,15,0,35.42,12.8888,"Base","DC02914"
48,52,"H","TRUE",20,136000,0.293915,2734.94,3260.87,260.87,195.65,54.4,15,0,19.23,14.6154,"Base","DC02915"
42,43,"H","FALSE",10,241000,0.049345,1325.1,1670.35,133.63,100.22,96.4,15,0,26.05,8.9745,"Base","DC02916"
41,42,"F","FALSE",15,106000,0.051482,425.24,561.21,44.9,33.67,42.4,15,0,31.97,12.833,"Base","DC02917"
51,52,"H","FALSE",19,467000,0.27191,8964.42,10658.4,852.67,639.5,186.8,15,0,18.9,14.1651,"Base","DC02918"
29,30,"H","FALSE",10,83000,0.018239,166.53,249.69,19.98,14.98,33.2,15,0,49.93,9.0904,"Base","DC02919"
31,32,"F","FALSE",5,86000,0.005347,95.84,168.89,13.51,10.13,34.4,15,0,76.21,4.7977,"Base","DC02920"
58,59,"H","FALSE",12,80000,0.252261,2098.13,2494.34,199.55,149.66,32,15,0,18.88,9.6185,"Base","DC02921"
58,61,"F","TRUE",12,147000,0.213476,3195.2,3801.17,304.09,228.07,58.8,15,0,18.96,9.8213,"Base","DC02922"
51,52,"H","FALSE",10,235000,0.108445,2912.72,3513.63,281.09,210.82,94,15,0,20.63,8.7494,"Base","DC02923"
